return_id,entity_id,tax_year,submission_date,filing_status,preparation_method,total_revenue,total_expenses,taxable_profit,tax_liability,tax_credits_claimed,final_tax_due,paid_status
TR-DE8722ED,GR0000000376,2023,2024-06-11,On-time,Agent-prepared,206288.0,193898.0,12390.0,3392.17,411.54,2980.63,Paid
TR-376F16E2,GR0000000376,2024,2025-06-24,On-time,Agent-prepared,133161.0,121681.0,11480.0,3143.03,346.4,2796.63,Paid
TR-A2C1B725,GR0000000377,2022,2023-06-28,On-time,Agent-prepared,804845.5,780700.14,24145.37,5293.93,672.43,4621.5,Paid
TR-6690D7B5,GR0000000377,2023,2024-06-22,On-time,Agent-prepared,841573.34,816326.14,25247.2,5535.51,653.56,4881.95,Paid
TR-61C81843,GR0000000377,2024,2025-06-28,On-time,Self-prepared,373398.16,362196.22,11201.94,2456.05,285.05,2171.0,Paid
TR-D3E0F913,GR0000000378,2022,2023-06-26,On-time,Agent-prepared,3784258.71,3670730.95,113527.76,25182.56,2723.21,22459.36,Paid
TR-41F79785,GR0000000378,2023,2024-06-24,On-time,Agent-prepared,4242870.57,4115584.45,127286.12,28234.42,3199.36,25035.06,Paid
TR-FB51530A,GR0000000378,2024,2025-09-17,Extended,Agent-prepared,1649802.44,1600308.37,49494.07,10978.7,1140.21,9838.49,Paid
TR-B8FBA7C5,GR0000000379,2022,2023-06-28,On-time,Self-prepared,4925488.44,4777723.79,147764.65,29921.85,5701.41,24220.44,Paid
TR-B491C17D,GR0000000379,2023,2024-06-27,On-time,Agent-prepared,6838328.1,6633178.25,205149.84,41542.17,7717.34,33824.83,Unpaid
TR-2B2412E0,GR0000000379,2024,2025-07-18,Extended,Agent-prepared,3464514.15,3313352.16,151161.99,30609.8,5825.2,24784.6,Paid
TR-70C214C9,GR0000000380,2022,2023-06-15,On-time,Agent-prepared,2725502.0,2126231.0,599271.0,164052.21,28286.85,135765.36,Paid
TR-DF6B4F8F,GR0000000380,2023,2024-06-23,On-time,Agent-prepared,2783491.0,1895156.0,888335.0,243184.33,49103.26,194081.07,Paid
TR-B56A3CAA,GR0000000380,2024,2025-06-19,On-time,Agent-prepared,2161620.0,1453699.0,707921.0,193795.47,37325.35,156470.12,Paid
TR-34FB2A38,GR0000000381,2022,2023-06-14,On-time,Self-prepared,1643972.0,1529222.0,114750.0,27350.82,4273.29,23077.53,Partial
TR-D23B7512,GR0000000381,2023,2024-06-11,On-time,Agent-prepared,573555.0,524284.0,49271.0,11743.81,1768.36,9975.45,Paid
TR-B3329FA5,GR0000000381,2024,2025-06-23,On-time,Agent-prepared,895641.0,812799.0,82842.0,19745.5,3431.58,16313.92,Paid
TR-E018A3AB,GR0000000382,2022,2023-06-20,On-time,Agent-prepared,1962325.0,1793785.0,168540.0,37843.2,3345.87,34497.34,Paid
TR-64D61CD3,GR0000000382,2023,2024-06-20,On-time,Agent-prepared,1962562.0,1747242.0,215320.0,48346.97,3844.52,44502.45,Paid
TR-F071E1CB,GR0000000382,2024,2025-06-20,On-time,Agent-prepared,842323.0,796185.0,46138.0,10359.62,821.56,9538.06,Paid
TR-F575030A,GR0000000383,2022,2023-06-22,On-time,Agent-prepared,907972.0,815570.0,92402.0,22296.19,2695.13,19601.06,Paid
TR-DDA6B3C3,GR0000000383,2023,2024-06-14,On-time,Agent-prepared,1109389.0,1016067.0,93322.0,22518.18,2248.61,20269.57,Paid
TR-9C3BA670,GR0000000383,2024,2025-06-22,On-time,Agent-prepared,962066.0,884467.0,77599.0,18724.29,2216.49,16507.8,Paid
TR-06105837,GR0000000384,2022,2023-09-24,Extended,Self-prepared,947352.0,849230.0,98122.0,26646.14,2155.83,24490.31,Partial
TR-4D3025D9,GR0000000384,2023,2024-06-10,On-time,Self-prepared,1407236.0,1254724.0,152512.0,41416.36,4009.13,37407.23,Paid
TR-5D699879,GR0000000384,2024,2025-06-13,On-time,Agent-prepared,1018772.0,914656.0,104116.0,28273.88,2292.19,25981.69,Paid
TR-7307CE36,GR0000000385,2022,2023-06-14,On-time,Agent-prepared,236807.0,194679.0,42128.0,12387.58,1094.68,11292.9,Paid
TR-F9A0B735,GR0000000385,2023,2024-06-24,On-time,Agent-prepared,333572.0,272659.0,60913.0,17911.24,1917.83,15993.4,Paid
TR-9011B243,GR0000000385,2024,2025-06-25,On-time,Agent-prepared,130024.0,113342.0,16682.0,4905.28,460.62,4444.66,Paid
TR-705DE6C0,GR0000000386,2022,2023-06-22,On-time,Agent-prepared,102113403.0,68343599.0,33769804.0,8178912.16,1835471.81,6343440.35,Paid
TR-08425F14,GR0000000386,2023,2024-06-25,On-time,Agent-prepared,80004833.0,47850297.0,32154536.0,7787700.68,1993419.84,5794280.84,Paid
TR-4E3C2B9F,GR0000000386,2024,2025-06-18,On-time,Agent-prepared,58673662.0,40636791.0,18036871.0,4368458.39,925278.99,3443179.4,Paid
TR-281D439E,GR0000000387,2022,2023-07-17,Extended,Agent-prepared,158211.0,148658.0,9553.0,2438.08,177.06,2261.02,Paid
TR-58AD1C58,GR0000000387,2023,2024-06-24,On-time,Agent-prepared,250015.0,234738.0,15277.0,3898.93,308.67,3590.27,Paid
TR-A23ECB98,GR0000000387,2024,2025-06-17,On-time,Agent-prepared,271363.0,247874.0,23489.0,5994.77,469.01,5525.76,Paid
TR-8B885ACA,GR0000000388,2022,2023-06-18,On-time,Agent-prepared,406086.0,308746.0,97340.0,27670.48,1866.45,25804.03,Paid
TR-37756BBC,GR0000000388,2023,2024-06-19,On-time,Self-prepared,628844.0,486540.0,142304.0,40452.22,2855.93,37596.3,Paid
TR-C09090DC,GR0000000388,2024,2025-06-16,On-time,Agent-prepared,436936.0,304967.0,131969.0,37514.33,2413.96,35100.37,Paid
TR-39876F97,GR0000000389,2022,2023-09-18,Extended,Agent-prepared,204538.89,198402.73,6136.17,1678.31,172.65,1505.65,Partial
TR-F1916883,GR0000000389,2023,2024-06-29,On-time,Agent-prepared,138497.86,134342.92,4154.94,1136.42,132.18,1004.24,Paid
TR-85D20EC7,GR0000000389,2024,2025-06-22,On-time,Agent-prepared,127908.77,124071.51,3837.26,1049.53,121.07,928.46,Paid
TR-FC1871FA,GR0000000390,2022,2023-06-29,On-time,Agent-prepared,8861954.38,7535422.62,1326531.76,352048.98,28098.89,323950.09,Unpaid
TR-F135C81A,GR0000000390,2023,2024-06-22,On-time,Agent-prepared,5202047.88,4481376.45,720671.44,191259.38,13133.62,178125.77,Paid
TR-E7960EC6,GR0000000390,2024,2025-06-20,On-time,Agent-prepared,6218140.61,5734871.93,483268.68,128254.94,9506.14,118748.8,Paid
TR-4C6D2597,GR0000000391,2022,2023-07-28,Extended,Self-prepared,648225.0,588706.0,59519.0,14250.38,2483.11,11767.26,Paid
TR-94BC8331,GR0000000391,2023,2024-06-17,On-time,Agent-prepared,1139803.0,1033820.0,105983.0,25375.05,3642.25,21732.8,Paid
TR-C6F489D1,GR0000000391,2024,2025-06-18,On-time,Agent-prepared,1011475.0,900260.0,111215.0,26627.72,4413.39,22214.33,Paid
TR-3649EA57,GR0000000392,2022,2023-06-17,On-time,Agent-prepared,5207135.0,4868309.0,338826.0,91219.44,8586.08,82633.36,Paid
TR-76C6C28B,GR0000000392,2023,2024-06-11,On-time,Agent-prepared,5002172.0,4746271.0,255901.0,68894.2,6009.33,62884.87,Paid
TR-58A74AEF,GR0000000392,2024,2025-06-22,On-time,Agent-prepared,2250032.0,2067345.0,182687.0,49183.37,4318.77,44864.61,Paid
TR-08E8C1A7,GR0000000393,2022,2023-06-21,On-time,Agent-prepared,2858645.0,2688970.0,169675.0,42403.77,3533.72,38870.05,Paid
TR-AE48835E,GR0000000393,2023,2024-06-24,On-time,Agent-prepared,5987296.0,5515777.0,471519.0,117838.12,9465.8,108372.33,Paid
TR-31F0B3ED,GR0000000393,2024,2025-06-24,On-time,Agent-prepared,2244083.0,2072874.0,171209.0,42787.14,3157.07,39630.07,Paid
TR-B00E6FF6,GR0000000394,2022,2023-06-10,On-time,Agent-prepared,2797196.0,2607321.0,189875.0,52847.33,8241.26,44606.07,Paid
TR-E82FC07D,GR0000000394,2023,2024-06-21,On-time,Agent-prepared,3288779.0,3124340.05,164438.95,45767.79,7218.1,38549.69,Partial
TR-482F706A,GR0000000394,2024,2025-06-18,On-time,Agent-prepared,3576023.0,3206888.0,369135.0,102740.22,14529.76,88210.46,Paid
TR-739F43E4,GR0000000395,2022,2023-06-26,On-time,Agent-prepared,258301.22,250552.18,7749.04,1934.58,223.68,1710.9,Paid
TR-643824A7,GR0000000395,2023,2024-09-19,Extended,Self-prepared,93356.06,90555.38,2800.68,699.2,78.1,621.1,Paid
TR-6DA9556D,GR0000000395,2024,2025-06-29,On-time,Self-prepared,66071.63,64089.48,1982.15,494.85,57.72,437.13,Paid
TR-6FD4AB31,GR0000000396,2022,2023-06-22,On-time,Agent-prepared,1284714.0,1206178.0,78536.0,17595.04,1752.36,15842.68,Paid
TR-479FDC52,GR0000000396,2023,2024-06-25,On-time,Agent-prepared,1353872.0,1286178.4,67693.6,15165.93,1717.72,13448.21,Paid
TR-FE898905,GR0000000396,2024,2025-06-12,On-time,Self-prepared,474907.0,448336.0,26571.0,5952.91,640.99,5311.92,Paid
TR-6D0B7984,GR0000000397,2022,2023-06-21,On-time,Agent-prepared,2397510.0,1859582.0,537928.0,112779.93,22031.93,90748.0,Paid
TR-D454F6A9,GR0000000397,2023,2024-06-22,On-time,Agent-prepared,2223430.0,1536560.0,686870.0,144006.54,22965.4,121041.14,Paid
TR-3F13B989,GR0000000397,2024,2025-06-24,On-time,Agent-prepared,2540660.0,1842654.0,698006.0,146341.27,24645.03,121696.24,Paid
TR-7DAF93FA,GR0000000398,2022,2023-06-15,On-time,Agent-prepared,4609066.0,3014598.0,1594468.0,437564.83,85193.12,352371.71,Paid
TR-EC4CB67C,GR0000000398,2023,2024-06-23,On-time,Agent-prepared,4189752.0,2991795.0,1197957.0,328751.57,57417.97,271333.59,Paid
TR-65ED08CF,GR0000000398,2024,2025-06-22,On-time,Agent-prepared,4541456.0,3025014.0,1516442.0,416152.4,78378.37,337774.03,Paid
TR-22BF1899,GR0000000399,2024,2025-06-11,On-time,Self-prepared,5445633.0,5029433.0,416200.0,84412.95,12529.43,71883.51,Paid
TR-5EBB8C2E,GR0000000400,2024,2025-06-25,On-time,Self-prepared,1425799.63,1120993.07,304806.56,68464.1,7355.04,61109.07,Paid
TR-8DBED834,GR0000000401,2022,2023-06-16,On-time,Self-prepared,210915.0,189983.0,20932.0,5438.45,440.74,4997.71,Paid
TR-3C295B66,GR0000000401,2023,2024-06-10,On-time,Self-prepared,299368.0,276660.0,22708.0,5899.88,523.39,5376.49,Paid
TR-D96AEDF8,GR0000000401,2024,2025-06-10,On-time,Agent-prepared,246738.0,230891.0,15847.0,4117.29,337.48,3779.81,Paid
TR-F4FA93E3,GR0000000402,2022,2023-06-21,On-time,Agent-prepared,84936.0,78321.0,6615.0,1890.25,162.0,1728.25,Paid
TR-B55EF4CB,GR0000000402,2023,2024-06-18,On-time,Agent-prepared,106261.0,95074.0,11187.0,3196.71,283.24,2913.47,Paid
TR-C798120B,GR0000000402,2024,2025-06-25,On-time,Self-prepared,78583.0,70944.0,7639.0,2182.86,214.24,1968.62,Paid
TR-9EBDC849,GR0000000403,2022,2023-06-18,On-time,Agent-prepared,799573.0,729164.0,70409.0,16896.14,1646.1,15250.05,Paid
TR-B5F4B4AF,GR0000000403,2023,2024-08-25,Extended,Agent-prepared,539731.0,490785.0,48946.0,11745.64,1182.86,10562.78,Paid
TR-869D7263,GR0000000403,2024,2025-06-14,On-time,Agent-prepared,1046955.0,950740.0,96215.0,23088.85,2253.98,20834.86,Paid
TR-E96F0573,GR0000000404,2022,2023-06-21,On-time,Agent-prepared,16925076.0,14179032.0,2746044.0,568419.33,90346.65,478072.68,Paid
TR-C08A2D89,GR0000000404,2023,2024-06-15,On-time,Agent-prepared,30271259.0,26628393.0,3642866.0,754057.64,112293.02,641764.62,Paid
TR-B477BCC8,GR0000000404,2024,2025-06-17,On-time,Agent-prepared,20097208.0,17049386.0,3047822.0,630886.08,115655.22,515230.86,Paid
TR-95DB849A,GR0000000405,2022,2023-06-20,On-time,Agent-prepared,3700283.0,3359885.0,340398.0,76072.96,6510.9,69562.06,Paid
TR-6F70D417,GR0000000405,2023,2024-06-11,On-time,Agent-prepared,3925922.0,3610279.0,315643.0,70540.65,6056.27,64484.38,Paid
TR-CC8CD10C,GR0000000405,2024,2025-06-13,On-time,Agent-prepared,4394681.0,3921887.0,472794.0,105661.14,9153.27,96507.86,Paid
TR-32C31635,GR0000000406,2022,2023-06-22,On-time,Agent-prepared,27707410.63,26876188.31,831222.32,184615.85,35245.63,149370.22,Partial
TR-3DFCF9F0,GR0000000406,2023,2024-06-25,On-time,Agent-prepared,48372685.97,46921505.39,1451180.58,322309.61,67480.82,254828.79,Paid
TR-BE9551F2,GR0000000406,2024,2025-06-22,On-time,Agent-prepared,25662868.55,24892982.49,769886.06,170992.97,33971.53,137021.44,Unpaid
TR-B3E916ED,GR0000000407,2022,2023-06-23,On-time,Agent-prepared,688758.0,623463.0,65295.0,17803.4,1192.46,16610.94,Paid
TR-F1C8260E,GR0000000407,2023,2024-06-19,On-time,Agent-prepared,838343.0,786731.0,51612.0,14072.58,1011.27,13061.31,Paid
TR-55BE332B,GR0000000407,2024,2025-06-20,On-time,Agent-prepared,1265933.0,1188120.0,77813.0,21216.57,1388.45,19828.12,Paid
TR-C25FA06C,GR0000000408,2022,2023-06-24,On-time,Agent-prepared,4146794.0,3937762.0,209032.0,55156.38,8844.31,46312.07,Paid
TR-39E81EF1,GR0000000408,2023,2024-06-16,On-time,Self-prepared,3769064.0,3580610.8,188453.2,49726.34,8037.17,41689.17,Paid
TR-5CEEAB00,GR0000000408,2024,2025-06-15,On-time,Agent-prepared,3661598.0,3476419.0,185179.0,48862.39,8443.31,40419.08,Paid
TR-57D06BB5,GR0000000409,2023,2024-06-12,On-time,Agent-prepared,1355100.0,1251883.0,103217.0,27463.28,3284.41,24178.87,Paid
TR-A9E611BC,GR0000000409,2024,2025-06-13,On-time,Agent-prepared,1248407.0,1116731.0,131676.0,35035.46,3775.08,31260.38,Paid
TR-924DD50F,GR0000000410,2022,2023-06-24,On-time,Self-prepared,5159623.0,4873785.0,285838.0,60530.98,8316.93,52214.05,Paid
TR-D6929910,GR0000000410,2023,2024-06-11,On-time,Agent-prepared,7291822.0,6881782.0,410040.0,86832.83,12755.91,74076.92,Paid
TR-430398E9,GR0000000410,2024,2025-06-23,On-time,Agent-prepared,11760507.0,10836851.0,923656.0,195599.61,30177.34,165422.26,Partial
TR-EC2CA63F,GR0000000411,2022,2023-06-10,On-time,Agent-prepared,399944.0,374213.0,25731.0,6106.44,620.59,5485.85,Paid
TR-B9C75329,GR0000000411,2023,2024-09-25,Extended,Agent-prepared,544371.0,513007.0,31364.0,7443.26,636.13,6807.12,Paid
TR-68009801,GR0000000411,2024,2025-06-22,On-time,Agent-prepared,405757.0,385469.15,20287.85,4814.68,478.98,4335.71,Paid
TR-0C27D173,GR0000000412,2022,2023-06-29,On-time,Self-prepared,2687160.41,2660288.81,26871.6,5992.34,992.9,4999.44,Unpaid
TR-4DB163A8,GR0000000412,2023,2024-06-28,On-time,Agent-prepared,4670356.03,4623652.47,46703.56,10414.84,1644.74,8770.1,Partial
TR-81440B85,GR0000000412,2024,2025-06-29,On-time,Agent-prepared,2128625.52,2107339.27,21286.26,4746.81,787.12,3959.69,Unpaid
TR-96BF242A,GR0000000413,2022,2023-06-13,On-time,Agent-prepared,233288.0,221623.6,11664.4,3332.23,309.48,3022.75,Paid
TR-E8758E58,GR0000000413,2023,2024-06-24,On-time,Agent-prepared,233333.0,215685.0,17648.0,5041.6,558.69,4482.91,Paid
TR-EDB7EEDE,GR0000000413,2024,2025-06-22,On-time,Agent-prepared,235918.0,224122.1,11795.9,3369.8,366.67,3003.13,Paid
TR-38AD44DA,GR0000000414,2022,2023-06-26,On-time,Agent-prepared,407322.42,395102.75,12219.67,3101.24,459.77,2641.48,Paid
TR-3ABD40E9,GR0000000414,2023,2024-07-27,Extended,Agent-prepared,77799.33,70774.1,7025.23,1782.94,256.76,1526.18,Partial
TR-D3C2BE8E,GR0000000414,2024,2025-06-27,On-time,Agent-prepared,143129.77,120026.17,23103.6,5863.49,790.28,5073.21,Paid
TR-54ACB643,GR0000000415,2023,2024-06-19,On-time,Agent-prepared,87812.0,82579.0,5233.0,1475.8,160.41,1315.39,Paid
TR-BFC87A85,GR0000000415,2024,2025-06-14,On-time,Agent-prepared,161085.0,151849.0,9236.0,2604.71,292.0,2312.71,Partial
TR-B4835D2C,GR0000000416,2022,2023-06-14,On-time,Agent-prepared,10530198.0,6777786.0,3752412.0,826607.94,77535.1,749072.84,Paid
TR-B1C33995,GR0000000416,2023,2024-06-16,On-time,Agent-prepared,19268367.0,12940225.0,6328142.0,1394008.02,127640.32,1266367.7,Partial
TR-89FC13AD,GR0000000416,2024,2025-06-10,On-time,Self-prepared,16136688.0,12238512.0,3898176.0,858717.87,78561.51,780156.36,Paid
TR-1C7D689F,GR0000000417,2022,2023-06-16,On-time,Agent-prepared,3013520.0,2728076.0,285444.0,78349.6,9448.54,68901.06,Paid
TR-9A22882B,GR0000000417,2023,2024-06-24,On-time,Self-prepared,2116501.0,1882291.0,234210.0,64286.72,7695.82,56590.9,Paid
TR-5F2A3CD5,GR0000000417,2024,2025-06-24,On-time,Agent-prepared,3191729.0,2802073.0,389656.0,106954.04,11793.99,95160.05,Paid
TR-8CF459DA,GR0000000418,2022,2023-06-16,On-time,Agent-prepared,1873687.0,1723438.0,150249.0,33927.33,4166.34,29760.99,Paid
TR-D192C804,GR0000000418,2023,2024-06-13,On-time,Agent-prepared,2123688.0,1909711.0,213977.0,48317.58,6763.51,41554.07,Paid
TR-A69FC76F,GR0000000418,2024,2025-08-21,Late,Agent-prepared,1617782.0,1465050.0,152732.0,34488.01,5038.32,29449.69,Paid
TR-691F4A9D,GR0000000419,2022,2023-06-22,On-time,Agent-prepared,7165965.0,6283943.0,882022.0,220455.68,38441.05,182014.63,Paid
TR-85BD0AA1,GR0000000419,2023,2024-06-18,On-time,Self-prepared,8202528.0,7450231.0,752297.0,188031.76,27050.82,160980.94,Paid
TR-4FAE2859,GR0000000419,2024,2025-06-19,On-time,Agent-prepared,13028105.0,11352656.0,1675449.0,418767.62,66884.81,351882.81,Paid
TR-3422987A,GR0000000420,2022,2023-06-23,On-time,Self-prepared,229091.0,217417.0,11674.0,2592.88,255.32,2337.57,Paid
TR-D1D45A62,GR0000000420,2023,2024-06-25,On-time,Agent-prepared,115252.0,109489.4,5762.6,1279.92,127.85,1152.07,Paid
TR-020C9E1B,GR0000000420,2024,2025-06-11,On-time,Agent-prepared,59682.0,56670.0,3012.0,668.99,67.03,601.96,Paid
TR-522D8186,GR0000000421,2022,2023-06-21,On-time,Agent-prepared,26554037.0,24270726.0,2283311.0,576205.37,92454.79,483750.58,Paid
TR-E75CD522,GR0000000421,2023,2024-06-20,On-time,Agent-prepared,14366815.0,13402210.0,964605.0,243423.07,35683.64,207739.43,Paid
TR-B9984FC1,GR0000000421,2024,2025-06-22,On-time,Agent-prepared,13784523.0,12627998.0,1156525.0,291855.08,38149.24,253705.84,Paid
TR-A2EA4206,GR0000000422,2022,2023-07-14,Late,Agent-prepared,105239679.39,96741377.34,8498302.04,1857691.04,314574.09,1543116.95,Unpaid
TR-2895D88F,GR0000000422,2023,2024-07-24,Extended,Self-prepared,61513729.45,60898592.16,615137.29,134466.28,20567.06,113899.21,Paid
TR-CF439A80,GR0000000422,2024,2025-06-30,On-time,Self-prepared,39875108.6,39476357.51,398751.09,87165.21,14477.51,72687.7,Paid
TR-ABF75842,GR0000000423,2022,2023-06-15,On-time,Agent-prepared,13636536.0,12326653.0,1309883.0,278090.52,44259.05,233831.47,Partial
TR-60785093,GR0000000423,2023,2024-06-16,On-time,Agent-prepared,14530065.0,12739659.0,1790406.0,380106.42,60599.51,319506.92,Paid
TR-95B15089,GR0000000423,2024,2025-06-10,On-time,Agent-prepared,20033511.0,18690565.0,1342946.0,285109.86,37394.8,247715.06,Paid
TR-99878144,GR0000000424,2022,2023-06-12,On-time,Agent-prepared,365995.0,328708.0,37287.0,9878.32,1211.02,8667.31,Paid
TR-CE697888,GR0000000424,2023,2024-06-25,On-time,Agent-prepared,139311.0,128034.0,11277.0,2987.58,344.67,2642.91,Paid
TR-9144ED67,GR0000000424,2024,2025-06-18,On-time,Agent-prepared,216619.0,197873.0,18746.0,4966.32,614.66,4351.66,Paid
TR-D5D42B72,GR0000000425,2022,2023-06-15,On-time,Agent-prepared,916278.0,785073.0,131205.0,30639.16,3735.55,26903.61,Paid
TR-3544DE2F,GR0000000425,2023,2024-06-20,On-time,Agent-prepared,1634630.0,1467045.0,167585.0,39134.66,5295.85,33838.81,Paid
TR-95D77BB3,GR0000000425,2024,2025-06-20,On-time,Agent-prepared,2458764.0,2270555.0,188209.0,43950.8,5861.71,38089.09,Paid
TR-9701A455,GR0000000426,2022,2023-06-17,On-time,Agent-prepared,49241.0,45482.0,3759.0,876.1,77.12,798.98,Paid
TR-F736C010,GR0000000426,2023,2024-06-23,On-time,Agent-prepared,187455.0,178004.0,9451.0,2202.72,234.18,1968.54,Paid
TR-B333EFEA,GR0000000426,2024,2025-06-15,On-time,Agent-prepared,146842.0,136444.0,10398.0,2423.44,261.37,2162.06,Paid
TR-1544DC98,GR0000000427,2022,2023-07-28,Late,Self-prepared,200018.81,194018.25,6000.56,1398.69,149.79,1248.9,Paid
TR-5CCE8226,GR0000000427,2023,2024-06-24,On-time,Agent-prepared,167332.41,162312.44,5019.97,1170.12,137.96,1032.16,Paid
TR-BA70986F,GR0000000427,2024,2025-06-28,On-time,Agent-prepared,195147.52,189293.09,5854.43,1364.63,162.91,1201.72,Paid
TR-C55A3BBE,GR0000000428,2022,2023-06-24,On-time,Agent-prepared,686747.0,609254.0,77493.0,18628.74,1803.67,16825.07,Paid
TR-8C19AD02,GR0000000428,2023,2024-06-22,On-time,Agent-prepared,807259.0,726243.0,81016.0,19475.64,2030.35,17445.3,Paid
TR-7D9BCD14,GR0000000428,2024,2025-06-20,On-time,Agent-prepared,500893.0,443923.0,56970.0,13695.16,1431.92,12263.25,Paid
TR-A20A5D92,GR0000000429,2022,2023-09-17,Extended,Agent-prepared,4839054.1,4790663.56,48390.54,11979.6,2838.67,9140.94,Unpaid
TR-B5DD5825,GR0000000429,2023,2024-06-28,On-time,Agent-prepared,3146131.13,3114669.82,31461.31,7788.59,1909.25,5879.34,Paid
TR-9EB1F653,GR0000000429,2024,2025-07-29,Late,Agent-prepared,3243688.53,3211251.64,32436.89,8030.1,1735.22,6294.89,Unpaid
TR-821E30BA,GR0000000430,2022,2023-06-19,On-time,Agent-prepared,808646.0,687311.0,121335.0,29333.46,2559.83,26773.63,Paid
TR-1F859C79,GR0000000430,2023,2024-06-25,On-time,Agent-prepared,429714.0,407032.0,22682.0,5483.51,429.51,5054.0,Paid
TR-4CD11767,GR0000000430,2024,2025-06-19,On-time,Agent-prepared,794873.0,733034.0,61839.0,14949.95,1379.44,13570.5,Paid
TR-8DB75F87,GR0000000431,2024,2025-06-20,On-time,Agent-prepared,3667564.0,3385431.0,282133.0,83909.91,8574.93,75334.97,Paid
TR-0E996A94,GR0000000432,2022,2023-06-11,On-time,Agent-prepared,23809487.0,19985703.0,3823784.0,911374.55,152747.77,758626.77,Paid
TR-A39148B8,GR0000000432,2023,2024-06-21,On-time,Agent-prepared,18950935.0,15711451.0,3239484.0,772110.37,147864.13,624246.23,Paid
TR-D19BE632,GR0000000432,2024,2025-06-21,On-time,Agent-prepared,22219954.0,19499547.0,2720407.0,648391.67,123135.58,525256.09,Paid
TR-7DB4D97E,GR0000000433,2022,2023-06-16,On-time,Agent-prepared,4995734.0,4665264.0,330470.0,71358.57,9493.07,61865.5,Paid
TR-21EF5A13,GR0000000433,2023,2024-06-23,On-time,Agent-prepared,5122089.0,4828724.0,293365.0,63346.47,8902.07,54444.4,Paid
TR-59BD172F,GR0000000433,2024,2025-06-19,On-time,Agent-prepared,3967845.0,3747405.0,220440.0,47599.73,7324.57,40275.16,Paid
TR-C9AE1C2A,GR0000000434,2022,2023-06-16,On-time,Agent-prepared,4076672.0,3675731.0,400941.0,91795.19,13036.06,78759.13,Paid
TR-C0D3CC25,GR0000000434,2023,2024-06-13,On-time,Self-prepared,4530405.0,4168787.0,361618.0,82792.21,12949.89,69842.32,Paid
TR-7AE4AD59,GR0000000434,2024,2025-06-12,On-time,Agent-prepared,3966748.0,3536552.0,430196.0,98493.1,16358.68,82134.42,Partial
TR-E64F975D,GR0000000435,2022,2023-06-20,On-time,Self-prepared,690383.0,613061.0,77322.0,21552.24,2502.0,19050.24,Paid
TR-8412190C,GR0000000435,2023,2024-06-17,On-time,Agent-prepared,658115.0,583778.0,74337.0,20720.22,2132.36,18587.86,Paid
TR-5EBD5E62,GR0000000435,2024,2025-06-12,On-time,Agent-prepared,616748.0,552392.0,64356.0,17938.18,2135.81,15802.37,Paid
TR-CBD535E9,GR0000000436,2022,2023-06-25,On-time,Agent-prepared,994612343.0,641904700.0,352707643.0,76968697.74,10158488.14,66810209.6,Paid
TR-F0E4CDFE,GR0000000436,2023,2024-06-18,On-time,Agent-prepared,1020158670.0,723479477.0,296679193.0,64742036.6,8624532.03,56117504.57,Paid
TR-8CFC6406,GR0000000436,2024,2025-06-23,On-time,Self-prepared,933144626.0,672665843.0,260478783.0,56842297.34,6990577.98,49851719.36,Paid
TR-23976A5A,GR0000000437,2022,2023-06-29,On-time,Agent-prepared,5166085.36,5114424.51,51660.85,12526.23,2379.59,10146.64,Unpaid
TR-EE43895A,GR0000000437,2023,2024-06-26,On-time,Self-prepared,3539067.04,3503676.37,35390.67,8581.19,1696.96,6884.23,Unpaid
TR-61F3CE1F,GR0000000437,2024,2025-06-29,On-time,Agent-prepared,1330230.97,1316928.66,13302.31,3225.42,612.37,2613.05,Paid
TR-DE471EE4,GR0000000438,2022,2023-06-17,On-time,Agent-prepared,9261143.0,8606382.0,654761.0,141850.42,13755.72,128094.71,Paid
TR-73C6AB1E,GR0000000438,2023,2024-06-16,On-time,Agent-prepared,4859146.0,4458881.0,400265.0,86715.24,9590.01,77125.23,Paid
TR-3E73CF85,GR0000000438,2024,2025-06-10,On-time,Agent-prepared,8460434.0,7749703.0,710731.0,153976.02,17346.93,136629.09,Paid
TR-4B4EE716,GR0000000439,2022,2023-06-13,On-time,Agent-prepared,16783144.0,14719469.0,2063675.0,454796.05,98020.5,356775.55,Paid
TR-60B24A98,GR0000000439,2023,2024-06-24,On-time,Agent-prepared,28750861.0,25058681.0,3692180.0,813688.62,189041.85,624646.77,Paid
TR-27BBCC44,GR0000000439,2024,2025-06-13,On-time,Agent-prepared,30261523.0,27095564.0,3165959.0,697719.18,147265.58,550453.61,Paid
TR-D7590A56,GR0000000440,2022,2023-06-18,On-time,Agent-prepared,24988798.0,19205444.0,5783354.0,1214161.06,243397.02,970764.05,Paid
TR-CFB7F198,GR0000000440,2023,2024-06-15,On-time,Agent-prepared,17339214.0,10610349.0,6728865.0,1412662.25,226753.99,1185908.26,Paid
TR-91B0C995,GR0000000440,2024,2025-06-20,On-time,Agent-prepared,28541394.0,19190136.0,9351258.0,1963209.12,358581.24,1604627.89,Paid
TR-9D41A4C9,GR0000000441,2022,2023-08-15,Extended,Agent-prepared,1378544.22,1312450.0,66094.22,14158.86,1755.87,12402.99,Unpaid
TR-A699D5A1,GR0000000441,2023,2024-06-27,On-time,Agent-prepared,968091.19,932257.39,35833.8,7676.4,897.01,6779.39,Unpaid
