DeclarationNumber,DeclarantIdentification,PointOfClearance,ErrorCode,ErrorDescription,ErrorPointer,RejectionTimestamp
DK240633954,DK8879525611,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-04 12:08:24
DK240611087,DK3799264931,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-04 12:53:45
DK240663702,DK2232285036,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-04 13:56:10
DK240680638,DK3694860228,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-04 14:01:56
DK240685575,DK9285415473,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-04 14:04:31
DK240610154,DK9691572571,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-04 14:23:54
DK240666837,DK2627677155,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-04 14:58:55
DK240682242,DK7665963761,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-04 15:36:13
DK240614160,DK5736462531,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-04 15:51:49
DK240661070,DK3783290795,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-04 17:39:49
DK240682532,DK8377088167,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-04 21:12:42
DK240677984,DK9309500117,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-04 22:20:52
DK240654864,DK3597724331,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-04 23:45:52
DK240649559,DK9639245200,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-05 07:07:30
DK240649559,DK9639245200,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-05 07:07:30
DK240680797,DK9123612497,CO000001,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2024-06-05 08:23:32
DK240690861,DK9786748825,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-05 08:45:55
DK240642547,DK2139027119,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-05 09:04:35
DK240619166,DK7597996327,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-05 12:06:12
DK240691697,DK6204041308,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-05 13:13:11
DK240685076,DK8110054933,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-05 13:36:59
DK240637412,DK4642197907,CO000002,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2024-06-05 15:02:11
DK240677403,DK2232285036,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-05 15:04:52
DK240678286,DK8370987661,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-05 15:12:11
DK240681451,DK3710566582,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-05 15:14:16
DK240662658,DK2566942273,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-05 15:18:21
DK240616626,DK4633987776,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-05 15:36:50
DK240645054,DK9697354961,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-05 17:17:41
DK240694996,DK6320115677,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-05 21:14:20
DK240643664,DK9080621072,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-06 06:06:22
DK240682874,DK2699887270,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-06 06:11:33
DK240697476,DK5693307665,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-06 06:42:10
DK240678521,DK3316787198,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-06 08:23:58
DK240658844,DK9573276057,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-06 08:44:23
DK240658844,DK9573276057,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-06 08:44:23
DK240642724,DK2970753705,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-06 09:01:29
DK240663515,DK9623534576,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-06 09:25:52
DK240656425,DK2591589823,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-06 11:23:05
DK240699196,DK8737025391,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-06 11:45:56
DK240652723,DK7114223633,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-06 14:29:25
DK240678183,DK3030106617,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-06 14:30:03
DK240652849,DK5646751885,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-06 14:33:02
DK240682798,DK2566942273,CO000002,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2024-06-06 15:18:08
DK240682698,DK3555656321,CO000003,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-07 06:03:01
DK240618721,DK4361393222,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-07 07:48:57
DK240628226,DK2948728483,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-07 08:23:33
DK240618347,DK7271954644,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2024-06-07 08:38:22
DK240681194,DK8588769565,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-07 08:59:53
DK240694654,DK1939042955,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-07 09:26:00
DK240685868,DK9691572571,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-07 09:36:54
DK240672161,DK3376077463,CO000002,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2024-06-07 10:24:08
DK240668349,DK3799264931,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-07 13:19:29
DK240667036,DK5033992825,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-07 14:24:11
DK240696932,DK6461974809,CO000003,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2024-06-07 17:48:19
DK240615500,DK8763140509,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-08 07:14:19
DK240664856,DK4239406957,CO000002,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-08 09:38:00
DK240696167,DK8879525611,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-08 21:40:34
DK240632837,DK5951406973,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-09 10:07:43
DK240676780,DK2627677155,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-09 22:03:01
DK240658360,DK1977515194,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-10 08:27:12
DK240676108,DK2232285036,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-10 10:08:04
DK240689060,DK3875303857,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-10 10:36:46
DK240643873,DK1594312071,CO000002,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-10 10:59:19
DK240625900,DK4642197907,CO000001,CWM10023,Wrong procedure category,Import_Declaration.AdditionalCode,2024-06-10 11:08:31
DK240631526,DK8737025391,CO000002,CWM10023,Wrong procedure category,Import_Declaration.AdditionalCode,2024-06-10 11:48:51
DK240612506,DK2452066459,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-10 13:58:32
DK240617889,DK5033992825,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-10 14:20:50
DK240662886,DK2094024844,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-10 15:19:44
DK240675620,DK6704841644,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-10 16:42:19
DK240612329,DK1116402431,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-10 19:16:14
DK240673781,DK8168204967,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-10 19:27:45
DK240614840,DK8987073217,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-11 02:33:52
DK240629352,DK7852415525,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2024-06-11 08:33:40
DK240624590,DK8370987661,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-11 09:14:03
DK240670909,DK4482141802,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-11 09:17:12
DK240656919,DK4776436931,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-11 09:58:46
DK240633488,DK8987073217,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-11 10:42:52
DK240613732,DK9677466102,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-11 10:56:13
DK240685285,DK4882343658,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-11 11:07:36
DK240644755,DK9786748825,CO000002,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-11 12:15:00
DK240683361,DK4882343658,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-11 12:45:30
DK240694616,DK8429141456,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-11 13:05:14
DK240657755,DK3328710672,CO000002,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-11 13:40:24
DK240693398,DK2227193073,CO000003,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-11 16:40:54
DK240667522,DK7271954644,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-11 22:34:02
DK240686083,DK7462972995,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-12 08:39:13
DK240681548,DK9691572571,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-12 09:43:56
DK240622000,DK9623534576,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-12 10:05:28
DK240616273,DK6242173772,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-12 10:38:58
DK240681281,DK8033702319,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-12 13:04:34
DK240615597,DK1676168421,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-12 13:20:47
DK240644089,DK3660223333,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2024-06-12 13:28:32
DK240633729,DK4700855390,CO000001,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-12 22:58:42
DK240684158,DK2566942273,CO000002,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-13 03:17:26
DK240675218,DK4361393222,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-13 05:59:27
DK240626983,DK5931025271,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-13 07:34:52
DK240686787,DK5284391408,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-13 07:36:48
DK240643728,DK7635473142,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-13 08:21:39
DK240640876,DK7045593274,CO000002,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-13 08:26:32
DK240688173,DK7333678472,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-13 08:30:07
DK240618127,DK5570828113,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-13 08:31:03
DK240677492,DK4361393222,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-13 08:57:15
DK240623740,DK2452066459,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-13 09:20:01
DK240640401,DK2227193073,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-13 09:36:29
DK240662724,DK3691864041,CO000002,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-13 10:33:02
DK240620447,DK8507497883,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-13 10:51:37
DK240649056,DK2825989011,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-13 12:44:28
DK240620034,DK1106456634,CO000002,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2024-06-13 13:04:44
DK240655383,DK7146318035,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-13 13:26:51
DK240686826,DK9922723063,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-13 14:07:45
DK240680321,DK5296710795,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-13 14:12:59
DK240636538,DK8285786023,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-13 14:46:46
DK240639568,DK7483366056,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-13 15:53:37
DK240661320,DK7803990970,CO000003,TMSV9999,Unknown error result,,2024-06-13 22:31:02
DK240673107,DK5693307665,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-14 03:39:19
DK240627505,DK9922723063,CO000003,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-14 06:11:47
DK240667815,DK1983297492,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-14 08:40:23
DK240640920,DK9573276057,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-14 09:08:08
DK240663298,DK4882343658,CO000002,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-14 09:18:33
DK240618455,DK1939042955,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-14 09:18:52
DK240663546,DK4993808565,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-14 09:21:42
DK240640238,DK1798112150,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-14 09:40:56
DK240612922,DK5710360983,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-14 09:52:17
DK240655882,DK7271954644,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-14 10:01:32
DK240675697,DK4332894265,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-14 14:36:28
DK240686797,DK3316787198,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-14 14:39:13
DK240665582,DK6242173772,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-14 14:44:07
DK240669947,DK6204041308,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-14 14:48:48
DK240644035,DK6288227800,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-14 15:02:14
DK240678220,DK8507497883,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2024-06-14 15:03:33
DK240689700,DK2566942273,CO000003,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-14 15:54:57
DK240616889,DK8110054933,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2024-06-14 16:03:37
DK240639230,DK2970753705,CO000001,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-14 18:18:18
DK240698211,DK6204041308,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-14 18:25:36
DK240669300,DK7114223633,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-15 07:43:26
DK240691327,DK8316648259,CO000003,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-15 14:58:01
DK240647766,DK6491309593,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-15 18:26:19
DK240632406,DK8763140509,CO000003,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2024-06-15 19:29:20
DK240649340,DK9916336966,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-16 09:47:25
DK240674518,DK2181241943,CO000002,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-16 12:05:32
DK240640086,DK4482141802,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-16 14:39:16
DK240653172,DK3361388464,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-17 07:23:38
DK240643392,DK9573276057,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-17 07:24:38
DK240650794,DK3376077463,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-17 08:41:04
DK240652165,DK3030106617,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-17 08:53:48
DK240677166,DK6461974809,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2024-06-17 09:01:23
DK240611374,DK3792347639,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-17 13:32:42
DK240617419,DK4642197907,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-17 14:22:37
DK240691597,DK6461974809,CO000002,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2024-06-17 14:27:49
DK240613957,DK1106456634,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-17 14:31:07
DK240613957,DK1106456634,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-17 14:31:07
DK240665119,DK8763140509,CO000001,CWM10023,Wrong procedure category,Import_Declaration.AdditionalCode,2024-06-17 14:44:21
DK240698194,DK9623534576,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2024-06-17 15:10:11
DK240676758,DK6924716023,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-17 17:06:39
DK240637859,DK6204041308,CO000003,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2024-06-17 20:23:39
DK240655862,DK7852415525,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-18 02:31:10
DK240645735,DK8826851692,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-18 08:26:19
DK240632346,DK1983297492,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-18 08:32:26
DK240613026,DK1654477195,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-18 08:51:33
DK240667230,DK5510938155,CO000002,TMSV9999,Unknown error result,,2024-06-18 09:24:59
DK240614155,DK5951406973,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-18 09:53:27
DK240673610,DK7292076361,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-18 10:05:41
DK240617445,DK1817804383,CO000003,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2024-06-18 12:00:26
DK240679860,DK2465576748,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-18 12:30:13
DK240683476,DK3660223333,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-18 12:39:15
DK240656717,DK2970753705,CO000001,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2024-06-18 13:59:12
DK240635576,DK8934927891,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-18 14:26:42
DK240625866,DK9526836552,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2024-06-18 14:36:27
DK240671666,DK9916336966,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-18 15:31:27
DK240657574,DK1546696950,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-18 17:38:09
DK240629026,DK4712367625,CO000003,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-18 17:45:39
DK240636609,DK1676168421,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-18 20:47:46
DK240641659,DK9303285822,CO000001,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-19 06:07:18
DK240612759,DK9421518487,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-19 08:17:12
DK240670551,DK4642197907,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-19 08:32:50
DK240676139,DK8033702319,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-19 09:07:07
DK240661408,DK2227193073,CO000002,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2024-06-19 09:46:34
DK240676515,DK6461974809,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-19 09:50:46
DK240613055,DK3392080953,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-19 10:15:56
DK240680632,DK9922723063,CO000001,CWM10023,Wrong procedure category,Import_Declaration.AdditionalCode,2024-06-19 11:25:18
DK240630565,DK3799264931,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-19 12:48:26
DK240688160,DK4642197907,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-19 14:21:58
DK240631462,DK8110054933,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-19 14:28:01
DK240644344,DK4274958945,CO000003,CWM10023,Wrong procedure category,Import_Declaration.AdditionalCode,2024-06-19 14:28:29
DK240615896,DK4274958945,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-19 16:25:47
DK240694657,DK5160575046,CO000001,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-19 17:39:12
DK240698925,DK8737025391,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-19 17:52:27
DK240625561,DK1958682846,CO000003,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2024-06-20 04:40:02
DK240694024,DK8737025391,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-20 08:13:57
DK240624814,DK9703905715,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-20 08:22:53
DK240648192,DK3799264931,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-20 08:30:56
DK240640114,DK3030106617,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-20 09:23:44
DK240647588,DK8588769565,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-20 09:41:30
DK240624021,DK8934927891,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-20 09:55:16
DK240674156,DK6704841644,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-20 10:10:47
DK240629861,DK9807209816,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-20 11:02:51
DK240681952,DK8763140509,CO000002,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2024-06-20 11:20:17
DK240634648,DK9673185158,CO000002,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-20 12:26:53
DK240640743,DK3799264931,CO000002,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2024-06-20 14:32:31
DK240629950,DK5033992825,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-20 15:57:41
DK240677624,DK5078551333,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-20 16:22:45
DK240655551,DK8763140509,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-20 17:58:17
DK240668370,DK7825844140,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-21 07:54:10
DK240635789,DK7803990970,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-21 07:56:57
